TestDataID,Rating
132,3.6951866
133,4.0058904
134,3.934123
135,1.3567607
136,3.7012277
137,3.77105
138,3.7881336
139,3.927464
140,3.1092145
141,2.7111354
142,3.367662
143,3.7557805
144,3.2461534
145,3.511658
146,2.9049666
147,3.7845743
148,4.1315103
149,3.1478586
150,2.9686232
151,3.4948478
152,3.597224
153,3.1915743
154,2.0955105
155,3.3443768
156,2.7788644
157,4.069586
158,4.182983
159,3.0048094
160,4.03439
161,3.3329113
162,3.2183561
163,3.000514
164,2.3723464
165,2.9186738
166,3.017932
167,3.853406
168,3.876315
169,2.746735
170,4.7317424
171,3.7774014
172,4.6139135
173,3.5053053
174,4.3496003
175,4.2830677
176,4.527813
177,4.556006
178,4.876011
179,4.8491464
180,2.598774
181,4.3243103
182,4.643491
183,4.0566893
184,3.4138932
185,4.4045944
186,4.0665717
187,4.1978745
188,3.3786075
189,4.5528092
190,4.3357434
191,3.5364254
192,4.087007
193,2.8804498
194,4.3161645
195,4.297829
196,2.9349017
197,4.1879797
198,4.1058674
199,2.9038758
200,4.1190147
201,4.0810227
202,4.3701763
203,1.8668922
204,3.827693
205,2.0351095
206,3.2386885
207,3.7588477
208,4.3528438
209,2.8981628
210,4.2392116
211,3.342801
212,3.5633998
213,4.086529
214,2.107094
215,4.1051874
216,2.2320037
217,4.8545537
218,3.8552928
219,4.114153
220,2.0217645
221,4.4911633
222,4.0097785
223,4.5663013
224,4.088703
225,3.4151611
226,4.084761
227,1.5144649
228,2.956985
229,2.2041273
230,4.4733024
231,3.9555607
232,3.091737
233,4.246393
234,3.8775277
235,2.0952735
236,4.444883
237,4.250094
238,3.7338905
239,3.5990295
240,3.6687555
241,3.3929443
242,2.905386
243,3.1732736
244,4.559319
245,4.390538
246,4.1239676
247,3.6885448
248,2.8573565
249,3.5703845
250,3.6181655
251,3.0530024
252,4.746128
253,1.9246616
254,3.2573085
255,2.4550219
256,3.3341057
257,3.335466
258,3.095876
259,3.1661212
260,2.876998
261,3.0019407
262,3.0183527
263,2.6715157
264,3.5465572
265,1.8810086
266,3.2992907
267,3.8350935
268,3.103834
269,3.9547625
270,4.3342414
271,2.8417146
272,3.6812365
273,2.5410337
274,2.6897
275,4.1255455
276,2.5618773
277,2.6075394
278,3.7206907
279,3.2120535
280,3.8152628
281,3.736417
282,4.101669
283,3.5231295
284,3.215721
285,3.4898198
286,3.1287618
287,3.0145257
288,3.5372653
289,3.1434512
290,3.222995
291,2.669032
292,3.3265076
293,3.2110164
294,3.522744
295,3.1997936
296,3.5947044
297,3.189464
298,4.075367
299,3.9787328
300,3.1005507
301,3.7278783
302,3.8665159
303,3.5806372
304,3.5251038
305,3.4546626
306,3.9184487
307,3.4188085
308,3.4474013
309,3.3763945
310,3.8737805
311,3.172096
312,3.624665
313,3.1634705
314,3.1801944
315,3.1830077
316,4.0271063
317,2.661753
318,4.191603
319,2.705327
320,4.4930906
321,3.9644148
322,3.9339364
323,3.4577754
324,3.7100563
325,4.5235424
326,4.1461706
327,2.8607104
328,2.7464952
329,2.2300398
330,3.2673953
331,2.842368
332,3.100954
333,3.6556766
334,3.5622973
335,3.3911643
336,2.8419802
337,2.105497
338,3.128666
339,3.4363868
340,3.2953663
341,2.9688997
342,1.6807172
343,3.527159
344,3.2787573
345,3.1102521
346,2.511374
347,2.686389
348,3.3083208
349,3.3889492
350,2.9332871
351,1.6201034
352,3.4922864
353,2.2609706
354,3.1469731
355,2.670149
356,3.6755028
357,2.7255535
358,2.3377962
359,3.5558553
360,3.1193178
361,3.0503755
362,3.2889032
363,2.418837
364,2.225879
365,2.660752
366,3.039004
367,2.9192793
368,2.6692305
369,4.5699205
370,4.3839965
371,4.2527494
372,4.5484786
373,3.9004726
374,3.6299944
375,4.07795
376,4.045332
377,3.901899
378,4.272152
379,3.473932
380,2.8320353
381,4.1204677
382,3.2786236
383,4.276474
384,2.7098794
385,4.050703
386,3.363197
387,4.1524105
388,3.181581
389,4.2804785
390,3.9815485
391,3.660304
392,3.0374613
393,3.9557452
394,3.9116623
395,3.2367597
396,2.9849963
397,3.307112
398,3.078999
399,4.165539
400,3.8976645
401,3.350922
402,3.4789753
403,3.5107677
404,3.5436628
405,3.7155216
406,3.3150826
407,4.0334916
408,4.094477
409,3.3734894
410,3.7436953
411,3.6030622
412,4.38275
413,4.191804
414,3.2793293
415,3.6923447
416,3.3342462
417,3.2267756
418,3.9230428
419,3.9579945
420,1.770833
421,2.7202377
422,3.792221
423,3.7293224
424,3.6102662
425,4.1790614
426,3.534202
427,4.123638
428,3.9003072
429,4.1926365
430,3.5894532
431,3.3327274
432,3.2661238
433,3.0704777
434,3.2174914
435,3.2658062
436,2.9498155
437,3.4326053
438,4.1592107
439,3.5882175
440,3.4289565
441,3.8474848
442,3.8342173
443,3.7030582
444,3.5401146
445,3.3638794
446,3.4106467
447,3.8014553
448,3.5907176
449,3.836666
450,3.7907214
451,3.527076
452,3.2294195
453,2.9897995
454,3.8405595
455,3.392876
456,3.2786539
457,3.2892315
458,3.4182806
459,3.4964511
460,3.61462
461,3.304368
462,3.9455795
463,3.8892086
464,3.6980016
465,3.9458785
466,4.0652294
467,3.0648012
468,3.5790458
469,3.5775025
470,3.8728588
471,3.7680657
472,3.4782302
473,3.5594127
474,3.989247
475,3.4273663
476,3.1461086
477,3.798685
478,2.359285
479,3.5785537
480,3.3595247
481,3.5850153
482,3.4401178
483,4.2378874
484,4.5311365
485,5.183421
486,3.6146631
487,4.261233
488,4.0040617
489,3.8802772
490,3.0789971
491,4.3019004
492,3.4481568
493,3.8890738
494,3.6384387
495,3.1098833
496,3.405385
497,3.9094477
498,2.5525022
499,2.9960322
500,3.9372747
501,4.526597
502,3.9380538
503,3.5935903
504,3.8456829
505,3.88507
506,3.5088584
507,4.416691
508,4.4246225
509,4.006507
510,3.5847075
511,4.2160053
512,4.444187
513,4.207858
514,4.04729
515,4.0416193
516,3.8121586
517,4.6204004
518,3.61033
519,4.8885136
520,3.301877
521,3.9685247
522,4.242805
523,3.900253
524,3.597588
525,3.6918364
526,3.5785043
527,4.405733
528,4.3342247
529,4.451726
530,3.752622
531,4.108385
532,4.693309
533,3.8817232
534,4.282161
535,3.695411
536,3.5777743
537,2.2989688
538,3.688374
539,3.795954
540,3.574882
541,3.6316276
542,4.211494
543,2.9918501
544,2.1158245
545,1.9559414
546,3.2418208
547,3.4538465
548,3.1671317
549,2.919321
550,2.641018
551,3.5944185
552,1.9627032
553,3.4783735
554,1.4891891
555,4.379591
556,3.3210125
557,3.918212
558,3.384263
559,3.5009494
560,3.5890985
561,4.0010123
562,2.469033
563,2.9735887
564,3.0687914
565,3.6167107
566,3.9631853
567,4.347708
568,3.7127738
569,3.2702456
570,3.8213725
571,4.1755886
572,3.4009027
573,4.165303
574,2.9303992
575,3.8911953
576,3.9435968
577,3.55619
578,3.7713623
579,3.7367868
580,2.9175534
581,4.5069566
582,3.6441183
583,3.8768978
584,3.712895
585,4.092568
586,3.8098783
587,3.8104267
588,3.2341356
589,3.6662478
590,3.5630932
591,3.5980303
592,4.1698318
593,3.487076
594,3.2977934
595,3.5240588
596,4.6280117
597,4.245532
598,3.52134
599,3.9135838
600,3.4939878
601,4.54265
602,3.688874
603,3.7071047
604,3.460868
605,3.1933339
606,3.6899455
607,4.044793
608,3.5525293
609,3.0248826
610,3.9597707
611,4.4766016
612,3.2999039
613,3.6822028
614,2.8371618
615,2.5868595
616,3.5129473
617,3.1268115
618,3.1983864
619,3.3136911
620,3.8229892
621,2.7349806
622,2.943856
623,2.825323
624,2.7219446
625,2.9816067
626,2.4931843
627,3.5199785
628,2.4429846
629,3.476981
630,3.5852487
631,2.7083006
632,3.5673342
633,2.6416779
634,3.289208
635,1.9403079
636,3.5588107
637,3.691747
638,3.1930444
639,2.8114114
640,3.044545
641,2.6536155
642,4.4597216
643,4.283128
644,3.586885
645,3.734135
646,4.0964546
647,3.849964
648,3.8010612
649,2.8218532
650,3.5380375
651,3.1332324
652,3.0249453
653,2.8753755
654,3.5785892
655,3.3451405
656,3.044284
657,3.8946598
658,2.6185675
659,2.4465637
660,3.3771515
661,3.7634053
662,3.7458425
663,3.6204145
664,2.5093224
665,3.8613853
666,2.7009706
667,3.1344688
668,3.1003814
669,3.047997
670,3.0581017
671,3.6716838
672,3.4672577
673,3.1452246
674,3.1307957
675,2.1940012
676,2.67104
677,2.8250816
678,2.492362
679,3.6395204
680,2.7130363
681,2.172617
682,2.8211513
683,2.7578945
684,3.2705681
685,2.786807
686,2.8205392
687,2.0924
688,2.1073768
689,2.3735836
690,2.107327
691,3.5700104
692,3.4901562
693,3.1556063
694,3.8045795
695,2.9196782
696,3.0512385
697,3.1908014
698,3.1747851
699,3.7803872
700,4.1242113
701,2.2072773
702,2.882406
703,4.2002344
704,3.4630988
705,3.9021568
706,3.2234633
707,4.3557425
708,2.687736
709,3.8428314
710,3.2162902
711,3.2052512
712,4.264061
713,3.8310943
714,3.2637506
715,3.2010176
716,2.612585
717,1.8406618
718,1.9850371
719,3.1210244
720,3.3698897
721,4.1151915
722,3.6096952
723,3.666657
724,3.5564816
725,3.3783357
726,3.0715978
727,3.0744023
728,4.168291
729,2.985439
730,3.568801
731,3.533913
732,3.9354901
733,4.1064625
734,4.4372196
735,5.344936
736,4.4413624
737,4.6901083
738,4.0226374
739,4.6677485
740,4.035904
741,4.4225636
742,3.6456594
743,2.9466746
744,5.090914
745,3.9493675
746,4.572296
747,5.217633
748,3.7500072
749,4.1596174
750,4.5486274
751,4.51304
752,3.9982789
753,3.0245776
754,4.7149234
755,3.908144
756,4.217329
757,3.017891
758,4.1301193
759,4.018494
760,4.8922024
761,3.7667928
762,3.2605817
763,4.3260245
764,4.0226784
765,4.0078073
766,4.495954
767,4.6864276
768,2.6450305
769,4.8627872
770,4.3142433
771,2.5803463
772,4.5700803
773,4.704275
774,4.468478
775,3.605524
776,4.8214684
777,2.4193602
778,3.769544
779,4.35585
780,4.758384
781,4.1448274
782,2.965057
783,4.553389
784,3.736764
785,4.2976575
786,4.770603
787,4.615981
788,5.12833
789,5.248951
790,3.2533507
791,3.4187415
792,4.4353466
793,5.2781286
794,4.8232803
795,4.8755407
796,4.906742
797,5.1831126
798,3.9209542
799,4.5291386
800,4.1056857
801,3.564105
802,3.9025784
803,4.294768
804,3.9997416
805,3.842
806,2.9464812
807,1.8970203
808,3.9751172
809,2.3050768
810,3.7260244
811,3.5872393
812,2.2351396
813,4.4549685
814,4.933396
815,4.5983324
816,4.133414
817,4.8857927
818,4.0944877
819,3.5104883
820,3.528035
821,4.5088468
822,3.2620182
823,3.5934896
824,4.145571
825,4.284832
826,4.1593184
827,3.178158
828,4.336202
829,4.053522
830,4.2858024
831,2.3238275
832,3.7088666
833,4.168672
834,4.0237393
835,3.1677694
836,4.406555
837,3.1249304
838,4.0374722
839,4.369286
840,2.8595994
841,4.245718
842,2.717284
843,3.897059
844,4.348828
845,4.4244695
846,4.1224775
847,4.019524
848,2.8724535
849,2.4606364
850,3.726231
851,3.8524032
852,4.1614394
853,4.651718
854,2.75746
855,4.7698746
856,5.051767
857,4.69297
858,5.2201037
859,4.677438
860,3.0260813
861,3.045419
862,3.7897823
863,3.286015
864,3.4680357
865,2.8311963
866,3.6980984
867,3.7193897
868,3.6163802
869,1.8692646
870,3.4909503
871,3.5182123
872,3.8745544
873,2.8157115
874,3.8348281
875,3.1987386
876,3.6515598
877,3.4912877
878,2.9226341
879,3.8713217
880,3.4839704
881,3.2866657
882,3.268382
883,3.9817023
884,3.6170416
885,3.1256733
886,3.4489696
887,2.7320707
888,3.2551353
889,3.614339
890,2.96188
891,2.3391545
892,3.1130927
893,3.8726418
894,2.7840128
895,3.8494575
896,4.2745748
897,3.2894483
898,1.6433225
899,3.5682268
900,3.9770203
901,4.2716017
902,4.197735
903,3.2522647
904,3.0681908
905,2.89665
906,4.3432255
907,3.6940215
908,4.3862877
909,3.8286808
910,3.460675
911,3.7798982
912,4.207432
913,3.3327265
914,3.443028
915,3.6012235
916,2.5308743
917,2.462429
918,3.378036
919,3.0586598
920,3.0366473
921,3.9754007
922,4.1769953
923,3.6566148
924,4.017519
925,3.3312838
926,3.905197
927,3.4714422
928,3.0164838
929,3.2643485
930,3.3346524
931,3.8333397
932,3.3647115
933,3.7089949
934,2.5357013
935,3.9707606
936,3.8649247
937,4.1269217
938,3.688626
939,3.8152163
940,3.7276902
941,4.1585336
942,2.7668695
943,3.5239964
944,3.8042471
945,3.6057277
946,2.4918125
947,2.1037948
948,2.4871304
949,4.316206
950,2.4650936
951,2.9370675
952,3.8556824
953,4.4839034
954,4.5373726
955,4.024745
956,4.199527
957,4.750366
958,4.436384
959,4.5662985
960,4.410842
961,4.2009583
962,4.216419
963,4.546841
964,4.872491
965,4.477085
966,4.1498346
967,4.7622848
968,4.0319552
969,4.2251515
970,4.015761
971,4.1523323
972,3.7116828
973,4.15125
974,4.8581886
975,3.3834012
976,4.1555233
977,3.531052
978,3.4031029
979,4.28623
980,2.6533167
981,3.7334473
982,3.5503523
983,3.518556
984,3.2722435
985,3.7399158
986,2.612888
987,2.2575107
988,4.147484
989,4.3695345
990,3.9975264
991,3.4202492
992,3.6523197
993,1.9948478
994,1.6820596
995,3.3322268
996,3.4962025
997,2.1022654
998,3.4753227
999,3.319009
1000,2.5505955
1001,4.3620014
1002,2.6501849
1003,2.4649734
1004,3.8572822
1005,4.441554
1006,2.890916
1007,3.2098775
1008,2.948104
1009,3.4943285
1010,4.3634677
1011,4.4405284
1012,3.7011948
1013,3.7973413
1014,3.794164
1015,4.643794
1016,3.7340322
1017,3.9853654
1018,4.356115
1019,3.838453
1020,4.215212
1021,4.249546
1022,3.350737
1023,3.8864422
1024,3.660514
1025,4.474312
1026,3.811748
1027,3.1676946
1028,3.4414322
1029,3.7221565
1030,4.290309
1031,4.4926996
1032,4.9394836
1033,3.9579668
1034,3.5555816
1035,3.2123923
1036,4.7495265
1037,4.5635114
1038,4.283463
1039,4.9682384
1040,2.888554
1041,3.6909275
1042,4.535108
1043,4.3438373
1044,2.6040642
1045,2.114154
1046,3.313719
1047,3.7463365
1048,3.561503
1049,2.5346448
1050,2.6512036
1051,3.6629295
1052,3.5002785
1053,3.5455332
1054,4.089319
1055,4.149919
1056,3.0499678
1057,3.7018108
1058,3.5946374
1059,3.8550358
1060,4.536064
1061,3.7658544
1062,2.1697974
1063,3.4715753
1064,3.951569
1065,2.571375
1066,3.5506124
1067,4.0476074
1068,3.0879545
1069,3.9921055
1070,3.8868692
1071,3.609139
1072,4.6383376
1073,4.489806
1074,4.3695836
1075,4.4140873
1076,3.0968204
1077,4.6343975
1078,2.5790963
1079,4.177308
1080,3.8166366
1081,3.8499408
1082,3.6324248
1083,4.520496
1084,4.391121
1085,3.7518964
1086,4.0731397
1087,2.8785582
1088,4.07204
1089,1.836133
1090,3.116962
1091,3.3587284
1092,1.9928479
1093,3.585125
1094,2.7685087
1095,3.4440248
1096,4.0938654
1097,3.1135745
1098,3.1141853
1099,4.0214987
1100,4.4427247
1101,3.1004798
1102,3.8493946
1103,3.7241173
1104,3.6771853
1105,3.0066853
1106,3.9164755
1107,2.532177
1108,2.6348495
1109,3.8035846
1110,2.4162724
1111,4.3031282
1112,3.6005092
1113,3.842326
1114,4.4718246
1115,4.2629633
1116,3.0196009
1117,3.6095
1118,3.1468608
1119,2.2709608
1120,4.249558
1121,4.302715
1122,3.6732235
1123,3.976507
1124,4.7147584
1125,3.6178703
1126,3.021953
1127,3.9181657
1128,3.181487
1129,3.432963
1130,3.8201976
1131,3.7614503
1132,3.545394
1133,2.3231347
1134,3.8149261
1135,3.2185712
1136,2.9573336
1137,3.8304925
1138,3.6666274
1139,1.9672654
1140,3.8356047
1141,3.2294888
1142,3.1746082
1143,3.2028012
1144,3.474894
1145,3.6157727
1146,3.3482237
1147,3.5915504
1148,3.1467755
1149,3.381424
1150,3.37957
1151,2.7079625
1152,3.4468207
1153,4.060918
1154,3.1161656
1155,4.301465
1156,4.295072
1157,4.513469
1158,3.4775593
1159,3.2048354
1160,3.0680275
1161,2.5601294
1162,3.4998474
1163,2.047486
1164,2.9533072
1165,3.1365018
1166,2.0552995
1167,3.1124728
1168,2.6124673
1169,3.5279305
1170,2.6158938
1171,2.5422235
1172,3.036574
1173,1.9061996
1174,2.5098372
1175,1.8628833
1176,2.2811773
1177,2.2881403
1178,3.6573882
1179,2.3208935
1180,3.534159
1181,3.0366957
1182,2.9208593
1183,2.6406407
1184,3.0913076
1185,3.3784
1186,2.5670495
1187,2.5548432
1188,2.8872664
1189,3.1381462
1190,2.7786155
1191,2.740704
1192,2.9749753
1193,3.534813
1194,1.3649423
1195,3.6785753
1196,3.7351422
1197,3.7799098
1198,3.0879464
1199,3.767208
1200,1.6617874
1201,2.9770849
1202,1.4198059
1203,2.6165879
1204,2.7367563
1205,3.1316824
1206,2.6793237
1207,3.5016234
1208,4.0315785
1209,3.0073364
1210,3.4214115
1211,3.5995476
1212,3.5614119
1213,3.7070208
1214,3.5106158
1215,3.7270737
1216,3.3720317
1217,3.0958996
1218,4.4351244
1219,3.2310147
1220,4.307016
1221,2.4505053
1222,3.8750744
1223,3.6084347
1224,3.7142715
1225,3.9116855
1226,3.2129126
1227,3.6135435
1228,3.5813084
1229,3.314632
1230,3.2454362
1231,3.3019867
1232,4.211961
1233,3.8256211
1234,4.404237
1235,4.5222435
1236,4.5637207
1237,4.198922
1238,4.0577297
1239,4.63994
1240,4.9534187
1241,4.055756
1242,3.4628205
1243,4.5130463
1244,3.3023734
1245,4.112058
1246,4.32175
1247,4.461484
1248,4.4363637
1249,4.429137
1250,4.207747
1251,3.9327145
1252,2.510157
1253,3.4955769
1254,3.4572659
1255,4.0216913
1256,3.5473485
1257,2.3957067
1258,1.9840384
1259,2.9797034
1260,3.5366132
1261,3.51697
1262,2.8478274
1263,3.447735
1264,1.7330018
1265,2.4715204
1266,3.4049592
1267,2.300388
1268,3.8801544
1269,3.3980374
1270,4.864251
1271,4.290887
1272,4.315887
1273,4.600195
1274,4.4052477
1275,4.344325
1276,3.8984938
1277,4.6930075
1278,4.3354497
1279,4.789156
1280,4.7644434
1281,4.1325755
1282,2.7135546
1283,3.382997
1284,3.647777
1285,4.016591
1286,2.4303937
1287,2.6105666
1288,2.499207
1289,2.3799388
1290,3.3774672
1291,2.7321343
1292,3.8193603
1293,2.9908543
1294,3.8108516
1295,4.627445
1296,5.024676
1297,4.023363
1298,4.609825
1299,4.479813
1300,4.146675
1301,2.963634
1302,3.7403986
1303,3.8484228
1304,3.9633167
1305,4.6791296
1306,2.708881
1307,4.8594112
1308,3.4524474
1309,2.941403
1310,3.9167352
1311,4.0529094
1312,4.5118756
1313,3.5615
1314,4.1983175
1315,3.4730215
1316,4.2654114
1317,4.7805595
1318,4.327065
1319,3.902763
1320,3.7003345
1321,3.8256624
1322,3.460531
1323,3.569646
1324,4.0038805
1325,4.3104105
1326,4.1957183
1327,4.2910624
1328,3.5266361
1329,3.2178707
1330,3.5996966
1331,3.4116945
1332,3.6365674
1333,3.962288
1334,3.5302925
1335,2.4846194
1336,4.4282618
1337,3.8844938
1338,3.9854674
1339,4.10841
1340,3.996923
1341,3.7489426
1342,2.1338887
1343,4.003456
1344,3.1579165
1345,3.423688
1346,4.022436
1347,3.0370812
1348,3.9688702
1349,3.1462002
1350,2.4034321
1351,2.5631533
1352,2.3791642
1353,4.5392413
1354,4.4382806
1355,3.787971
1356,3.290618
1357,3.6203072
1358,4.6275415
1359,4.6072607
1360,3.8691723
1361,0.97065634
1362,4.656752
1363,3.846058
1364,3.7820199
1365,4.5567913
1366,4.570037
1367,4.801792
1368,4.6111298
1369,3.753006
1370,3.5551882
1371,3.1872284
1372,2.8706436
1373,3.6520164
1374,2.6641886
1375,4.1341295
1376,2.7377791
1377,3.5237753
1378,3.5668962
1379,2.9165518
1380,3.502432
1381,4.093105
1382,3.7047362
1383,4.284087
1384,1.9071128
1385,3.0038092
1386,3.589587
1387,3.3832765
1388,3.8905702
1389,3.557365
1390,3.4923246
1391,2.5562234
1392,3.017448
1393,3.3214588
1394,3.4920187
1395,4.151549
1396,3.843326
1397,2.5755844
1398,4.7115397
1399,4.4050007
1400,4.159929
1401,3.5288553
1402,3.42652
1403,3.834824
1404,4.3585005
1405,4.312942
1406,3.1921318
1407,2.9496205
1408,3.2730577
1409,3.4889646
1410,3.1235611
1411,2.0802636
1412,3.7828593
1413,3.4111125
1414,2.8085513
1415,3.842685
1416,3.044394
1417,2.4205618
1418,3.02101
1419,3.704598
1420,3.0471857
1421,2.935621
1422,2.3883452
1423,3.7072854
1424,3.2352872
1425,2.61488
1426,3.6816332
1427,3.529099
1428,4.021515
1429,3.4614658
1430,3.3424675
1431,3.1516223
1432,3.6915886
1433,3.3115177
1434,2.8468788
1435,3.1899483
1436,3.648063
1437,3.128056
1438,2.8707886
1439,2.5389183
1440,3.1087637
1441,4.73895
1442,3.0386624
1443,3.3272164
1444,3.9944866
1445,3.2853932
1446,3.3217413
1447,3.3420303
1448,3.8572896
1449,2.6827433
1450,3.2769125
1451,2.7739973
1452,3.3971941
1453,3.249248
1454,3.0736554
1455,3.7096353
1456,3.6626294
1457,3.2735229
1458,3.9937057
1459,4.630034
1460,3.5405028
1461,4.1797976
1462,3.5465271
1463,3.1362782
1464,3.7442853
1465,3.4344492
1466,3.4105716
1467,3.676877
1468,3.5431228
1469,3.9417577
1470,4.5039215
1471,3.6997874
1472,3.0393963
1473,3.6128006
1474,3.5796444
1475,3.7523916
1476,3.7793143
1477,3.5177655
1478,3.9160454
1479,3.9996347
1480,2.605598
1481,3.0524466
1482,3.6146283
1483,3.5355263
1484,3.418746
1485,3.3090749
1486,2.754562
1487,3.658
1488,4.6177936
1489,3.1026886
1490,3.1641927
1491,3.6317554
1492,2.208524
1493,3.620299
1494,3.6303961
1495,4.9366403
1496,3.802641
1497,4.419515
1498,4.032388
1499,4.11478
1500,4.3336825
1501,3.926362
1502,4.5404444
1503,4.404935
1504,3.4237413
1505,4.552484
1506,2.6891406
1507,3.7417333
1508,2.5301986
1509,2.6685333
1510,3.0395005
1511,2.762992
1512,3.9621482
1513,2.9399343
1514,3.8125367
1515,3.6129146
1516,3.622567
1517,3.74924
1518,3.7713199
1519,3.903799
1520,3.9503632
1521,1.7885532
1522,3.4623892
1523,1.5337015
1524,3.7675836
1525,3.6318626
1526,4.076317
1527,3.938068
1528,3.3313107
1529,3.694365
1530,4.0296154
1531,1.598662
1532,2.7618144
1533,3.7305346
1534,3.680999
1535,3.428082
1536,3.220987
1537,2.9432137
1538,1.841238
1539,3.4023418
1540,3.2509937
1541,3.208384
1542,2.4557989
1543,3.4959276
1544,1.990995
1545,3.3923836
1546,3.3148808
1547,2.7508068
1548,3.88153
1549,3.3722248
1550,3.3986354
1551,3.7496784
1552,4.462636
1553,3.500439
1554,3.2539353
1555,3.8617215
1556,3.8623831
1557,3.6583734
1558,3.7635863
1559,3.3266506
1560,2.55075
1561,3.404216
1562,3.3121426
1563,4.20267
1564,4.0332165
1565,3.3089707
1566,2.8675015
1567,2.8672175
1568,4.1720905
1569,3.18581
1570,3.299291
1571,3.5915775
1572,3.5708756
1573,3.7066493
1574,4.579617
1575,3.9394884
1576,3.953349
1577,3.741658
1578,4.1526785
1579,2.9701383
1580,4.29622
1581,4.1804447
1582,4.1465063
1583,4.467782
1584,4.157474
1585,3.1338544
1586,4.188388
1587,3.1698108
1588,3.640326
1589,3.2455359
1590,4.0564785
1591,3.8394399
1592,3.6299598
1593,3.3633332
1594,3.8047612
1595,3.7402177
1596,4.233783
1597,3.612467
1598,3.4931707
1599,3.1692965
1600,3.6902344
1601,3.8150716
1602,4.0709605
1603,4.2874207
1604,4.777589
1605,2.9623258
1606,3.8525553
1607,4.1883793
1608,3.4288647
1609,4.382679
1610,3.7008893
1611,2.6762502
1612,3.099311
1613,4.3718357
1614,4.570598
1615,4.0266414
1616,3.8564115
1617,4.258469
1618,4.1162825
1619,4.9418826
1620,2.863267
1621,3.098197
1622,4.1371136
1623,3.2545109
1624,4.0249443
1625,4.726992
1626,4.4775324
1627,4.506419
1628,4.428818
1629,4.6290417
1630,4.315307
1631,4.5355854
1632,4.813315
1633,4.4716864
1634,4.367118
1635,4.7588916
1636,3.8946147
1637,4.14299
1638,4.5899897
1639,4.782543
1640,3.7695632
1641,4.0062656
1642,2.9807959
1643,3.058336
1644,3.8488379
1645,3.0068045
1646,2.83173
1647,3.968948
1648,3.7383986
1649,2.6189234
1650,2.3922565
1651,2.0518684
1652,3.5983548
1653,3.5384614
1654,2.733659
1655,3.1810312
1656,3.4163578
1657,2.4217288
1658,2.566486
1659,4.0031967
1660,3.6634593
1661,3.815073
1662,3.7909834
1663,2.7797096
1664,3.7197177
1665,3.8159022
1666,3.6343086
1667,3.470667
1668,3.8455956
1669,3.3420422
1670,3.523581
1671,4.0731006
1672,3.2573385
1673,4.3094807
1674,3.490419
1675,3.563764
1676,3.7351604
1677,3.6618738
1678,3.9866028
1679,2.1687226
1680,4.264229
1681,2.9196467
1682,3.487823
1683,4.6963196
1684,2.6732612
1685,3.9396577
1686,3.8370705
1687,3.7407637
1688,2.8214426
1689,3.0189555
1690,4.10012
1691,4.008623
1692,4.3352036
1693,2.8543043
1694,2.6179698
1695,2.6043453
1696,3.0744104
1697,2.998073
1698,1.7590383
1699,2.5912223
1700,2.5715604
1701,1.8491681
1702,1.948191
1703,1.8757554
1704,2.9544296
1705,2.191884
1706,2.1816883
1707,4.3326993
1708,4.347931
1709,3.3631134
1710,3.7764645
1711,2.5839813
1712,2.6010349
1713,2.5294142
1714,3.3462112
1715,3.0529833
1716,3.2491305
1717,2.848871
1718,3.478778
1719,2.343674
1720,4.1086097
1721,3.805361
